ITEM_NUMBER,AWARD_YEAR,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREVIATION,AWARDED_SERVICE,YCA_FARE,_CA_FARE,BUSINESS_FARE,EFFECTIVE_DATE,EXPIRATION_DATE
736,2014,CLE,MSY,CLEVELAND,OH,USA,NEW ORLEANS,LA,USA,DL,C,246,154,0,10/1/2013 0:00,9/30/2014 0:00
737,2014,CLE,OKC,CLEVELAND,OH,USA,OKLAHOMA CITY,OK,USA,UA,N,349,0,0,10/1/2013 0:00,9/30/2014 0:00
738,2014,CLE,ORD,CLEVELAND,OH,USA,CHICAGO,IL,USA,AA,N,160,133,0,10/1/2013 0:00,9/30/2014 0:00
739,2014,CLE,ORF,CLEVELAND,OH,USA,NORFOLK,VA,USA,UA,C,185,0,0,10/1/2013 0:00,9/30/2014 0:00
740,2014,CLE,PHL,CLEVELAND,OH,USA,PHILADELPHIA,PA,USA,US,N,373,0,0,10/1/2013 0:00,9/30/2014 0:00
741,2014,CLE,PHX,CLEVELAND,OH,USA,PHOENIX/SCOTTSDALE,AZ,USA,UA,N,305,203,0,10/1/2013 0:00,9/30/2014 0:00
742,2014,CLE,PVD,CLEVELAND,OH,USA,PROVIDENCE,RI,USA,UA,N,205,186,0,10/1/2013 0:00,9/30/2014 0:00
743,2014,CLE,RDU,CLEVELAND,OH,USA,RALEIGH-DURHAM,NC,USA,UA,N,223,203,0,10/1/2013 0:00,9/30/2014 0:00
744,2014,CLE,RIC,CLEVELAND,OH,USA,RICHMOND,VA,USA,UA,N,416,378,0,10/1/2013 0:00,9/30/2014 0:00
745,2014,CLE,SAT,CLEVELAND,OH,USA,SAN ANTONIO,TX,USA,AA,C,195,130,0,10/1/2013 0:00,9/30/2014 0:00
746,2014,CLE,SDF,CLEVELAND,OH,USA,LOUISVILLE,KY,USA,UA,N,188,0,0,10/1/2013 0:00,9/30/2014 0:00
747,2014,CLE,SEA,CLEVELAND,OH,USA,SEATTLE-TACOMA,WA,USA,DL,C,337,223,0,10/1/2013 0:00,9/30/2014 0:00
748,2014,CLE,SFO,CLEVELAND,OH,USA,SAN FRANCISCO,CA,USA,UA,N,340,262,0,10/1/2013 0:00,9/30/2014 0:00
749,2014,CLE,STL,CLEVELAND,OH,USA,ST. LOUIS,MO,USA,UA,N,188,145,0,10/1/2013 0:00,9/30/2014 0:00
750,2014,CLE,TPA,CLEVELAND,OH,USA,TAMPA,FL,USA,UA,N,214,165,0,10/1/2013 0:00,9/30/2014 0:00
751,2014,CLL,DCA,COLLEGE STATION,TX,USA,WASHINGTON,DC,USA,AA,C,428,285,0,10/1/2013 0:00,9/30/2014 0:00
752,2014,CLT,CVG,CHARLOTTE,NC,USA,CINCINNATI,OH,USA,DL,N,429,198,0,10/1/2013 0:00,9/30/2014 0:00
753,2014,CLT,DAY,CHARLOTTE,NC,USA,DAYTON,OH,USA,US,N,370,0,0,10/1/2013 0:00,9/30/2014 0:00
755,2014,CLT,DEN,CHARLOTTE,NC,USA,DENVER,CO,USA,UA,C,179,0,0,10/1/2013 0:00,9/30/2014 0:00
756,2014,CLT,DFW,CHARLOTTE,NC,USA,DALLAS-FT. WORTH,TX,USA,AA,N,269,134,0,10/1/2013 0:00,9/30/2014 0:00
757,2014,CLT,DTW,CHARLOTTE,NC,USA,DETROIT,MI,USA,US,N,342,263,0,10/1/2013 0:00,9/30/2014 0:00
758,2014,CLT,EWR,CHARLOTTE,NC,USA,NEWARK,NJ,USA,US,N,449,279,0,10/1/2013 0:00,9/30/2014 0:00
760,2014,CLT,FLL,CHARLOTTE,NC,USA,FT. LAUDERDALE,FL,USA,US,N,435,300,0,10/1/2013 0:00,9/30/2014 0:00
762,2014,CLT,HOU,CHARLOTTE,NC,USA,HOUSTON,TX,USA,WN,N,209,166,0,10/1/2013 0:00,9/30/2014 0:00
764,2014,CLT,IAD,CHARLOTTE,NC,USA,WASHINGTON,DC,USA,US,N,249,219,0,10/1/2013 0:00,9/30/2014 0:00
765,2014,CLT,IAH,CHARLOTTE,NC,USA,HOUSTON,TX,USA,US,N,303,275,0,10/1/2013 0:00,9/30/2014 0:00
766,2014,CLT,IND,CHARLOTTE,NC,USA,INDIANAPOLIS,IN,USA,US,N,529,299,0,10/1/2013 0:00,9/30/2014 0:00
768,2014,CLT,LAS,CHARLOTTE,NC,USA,LAS VEGAS,NV,USA,DL,C,325,172,0,10/1/2013 0:00,9/30/2014 0:00
769,2014,CLT,LAX,CHARLOTTE,NC,USA,LOS ANGELES,CA,USA,AA,C,311,156,0,10/1/2013 0:00,9/30/2014 0:00
770,2014,CLT,LGA,CHARLOTTE,NC,USA,NEW YORK,NY,USA,AA,N,288,144,0,10/1/2013 0:00,9/30/2014 0:00
772,2014,CLT,MCI,CHARLOTTE,NC,USA,KANSAS CITY,MO,USA,UA,C,161,0,0,10/1/2013 0:00,9/30/2014 0:00
773,2014,CLT,MCO,CHARLOTTE,NC,USA,ORLANDO,FL,USA,WN,N,189,146,0,10/1/2013 0:00,9/30/2014 0:00
774,2014,CLT,MEM,CHARLOTTE,NC,USA,MEMPHIS,TN,USA,US,N,334,255,0,10/1/2013 0:00,9/30/2014 0:00
775,2014,CLT,MGM,CHARLOTTE,NC,USA,MONTGOMERY,AL,USA,US,N,435,217,0,10/1/2013 0:00,9/30/2014 0:00
776,2014,CLT,MIA,CHARLOTTE,NC,USA,MIAMI,FL,USA,US,N,250,145,0,10/1/2013 0:00,9/30/2014 0:00
777,2014,CLT,MKE,CHARLOTTE,NC,USA,MILWAUKEE,WI,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
778,2014,CLT,MSP,CHARLOTTE,NC,USA,MINNEAPOLIS-ST.PAUL,MN,USA,US,N,299,199,0,10/1/2013 0:00,9/30/2014 0:00
779,2014,CLT,MSY,CHARLOTTE,NC,USA,NEW ORLEANS,LA,USA,US,N,699,401,0,10/1/2013 0:00,9/30/2014 0:00
781,2014,CLT,OKC,CHARLOTTE,NC,USA,OKLAHOMA CITY,OK,USA,DL,C,334,167,0,10/1/2013 0:00,9/30/2014 0:00
782,2014,CLT,OMA,CHARLOTTE,NC,USA,OMAHA,NE,USA,US,N,499,299,0,10/1/2013 0:00,9/30/2014 0:00
783,2014,CLT,ORD,CHARLOTTE,NC,USA,CHICAGO,IL,USA,AA,N,223,186,0,10/1/2013 0:00,9/30/2014 0:00
785,2014,CLT,PDX,CHARLOTTE,NC,USA,PORTLAND,OR,USA,US,N,442,220,0,10/1/2013 0:00,9/30/2014 0:00
787,2014,CLT,PHL,CHARLOTTE,NC,USA,PHILADELPHIA,PA,USA,US,N,399,299,0,10/1/2013 0:00,9/30/2014 0:00
788,2014,CLT,PHX,CHARLOTTE,NC,USA,PHOENIX/SCOTTSDALE,AZ,USA,DL,C,298,170,0,10/1/2013 0:00,9/30/2014 0:00
790,2014,CLT,PNS,CHARLOTTE,NC,USA,PENSACOLA,FL,USA,US,N,544,261,0,10/1/2013 0:00,9/30/2014 0:00
791,2014,CLT,PVD,CHARLOTTE,NC,USA,PROVIDENCE,RI,USA,UA,C,177,0,0,10/1/2013 0:00,9/30/2014 0:00
793,2014,CLT,RIC,CHARLOTTE,NC,USA,RICHMOND,VA,USA,US,N,629,399,0,10/1/2013 0:00,9/30/2014 0:00
794,2014,CLT,SAN,CHARLOTTE,NC,USA,SAN DIEGO,CA,USA,DL,C,308,174,0,10/1/2013 0:00,9/30/2014 0:00
795,2014,CLT,SAT,CHARLOTTE,NC,USA,SAN ANTONIO,TX,USA,US,N,389,199,0,10/1/2013 0:00,9/30/2014 0:00
797,2014,CLT,SEA,CHARLOTTE,NC,USA,SEATTLE-TACOMA,WA,USA,DL,C,324,176,0,10/1/2013 0:00,9/30/2014 0:00
798,2014,CLT,SFO,CHARLOTTE,NC,USA,SAN FRANCISCO,CA,USA,DL,C,305,176,0,10/1/2013 0:00,9/30/2014 0:00
800,2014,CLT,SLC,CHARLOTTE,NC,USA,SALT LAKE CITY,UT,USA,DL,N,411,245,0,10/1/2013 0:00,9/30/2014 0:00
801,2014,CLT,SMF,CHARLOTTE,NC,USA,SACRAMENTO,CA,USA,US,N,399,349,0,10/1/2013 0:00,9/30/2014 0:00
802,2014,CLT,STL,CHARLOTTE,NC,USA,ST. LOUIS,MO,USA,DL,C,281,149,0,10/1/2013 0:00,9/30/2014 0:00
803,2014,CLT,SYR,CHARLOTTE,NC,USA,SYRACUSE,NY,USA,DL,C,322,149,0,10/1/2013 0:00,9/30/2014 0:00
804,2014,CLT,TPA,CHARLOTTE,NC,USA,TAMPA,FL,USA,US,N,385,319,0,10/1/2013 0:00,9/30/2014 0:00
807,2014,CMH,DEN,COLUMBUS,OH,USA,DENVER,CO,USA,WN,N,339,296,0,10/1/2013 0:00,9/30/2014 0:00
808,2014,CMH,DFW,COLUMBUS,OH,USA,DALLAS-FT. WORTH,TX,USA,AA,N,365,182,0,10/1/2013 0:00,9/30/2014 0:00
809,2014,CMH,DTW,COLUMBUS,OH,USA,DETROIT,MI,USA,DL,N,329,240,0,10/1/2013 0:00,9/30/2014 0:00
810,2014,CMH,EWR,COLUMBUS,OH,USA,NEWARK,NJ,USA,UA,N,228,207,0,10/1/2013 0:00,9/30/2014 0:00
811,2014,CMH,IAD,COLUMBUS,OH,USA,WASHINGTON,DC,USA,UA,N,191,174,0,10/1/2013 0:00,9/30/2014 0:00
812,2014,CMH,IAH,COLUMBUS,OH,USA,HOUSTON,TX,USA,UA,N,274,249,0,10/1/2013 0:00,9/30/2014 0:00
813,2014,CMH,LAS,COLUMBUS,OH,USA,LAS VEGAS,NV,USA,WN,N,191,0,0,10/1/2013 0:00,9/30/2014 0:00
814,2014,CMH,LAX,COLUMBUS,OH,USA,LOS ANGELES,CA,USA,UA,C,193,0,0,10/1/2013 0:00,9/30/2014 0:00
815,2014,CMH,LGA,COLUMBUS,OH,USA,NEW YORK,NY,USA,DL,N,184,92,0,10/1/2013 0:00,9/30/2014 0:00
816,2014,CMH,MCO,COLUMBUS,OH,USA,ORLANDO,FL,USA,WN,N,314,174,0,10/1/2013 0:00,9/30/2014 0:00
817,2014,CMH,MDW,COLUMBUS,OH,USA,CHICAGO,IL,USA,WN,N,181,0,0,10/1/2013 0:00,9/30/2014 0:00
818,2014,CMH,MEM,COLUMBUS,OH,USA,MEMPHIS,TN,USA,DL,N,473,355,0,10/1/2013 0:00,9/30/2014 0:00
819,2014,CMH,MSP,COLUMBUS,OH,USA,MINNEAPOLIS-ST.PAUL,MN,USA,DL,N,357,238,0,10/1/2013 0:00,9/30/2014 0:00
820,2014,CMH,OKC,COLUMBUS,OH,USA,OKLAHOMA CITY,OK,USA,WN,C,260,151,0,10/1/2013 0:00,9/30/2014 0:00
821,2014,CMH,ORD,COLUMBUS,OH,USA,CHICAGO,IL,USA,AA,N,157,130,0,10/1/2013 0:00,9/30/2014 0:00
822,2014,CMH,ORF,COLUMBUS,OH,USA,NORFOLK,VA,USA,UA,C,151,0,0,10/1/2013 0:00,9/30/2014 0:00
823,2014,CMH,PHL,COLUMBUS,OH,USA,PHILADELPHIA,PA,USA,US,N,385,265,0,10/1/2013 0:00,9/30/2014 0:00
824,2014,CMH,PHX,COLUMBUS,OH,USA,PHOENIX/SCOTTSDALE,AZ,USA,WN,N,328,267,0,10/1/2013 0:00,9/30/2014 0:00
825,2014,CMH,RDU,COLUMBUS,OH,USA,RALEIGH-DURHAM,NC,USA,DL,N,363,250,0,10/1/2013 0:00,9/30/2014 0:00
826,2014,CMH,RIC,COLUMBUS,OH,USA,RICHMOND,VA,USA,UA,C,309,0,0,10/1/2013 0:00,9/30/2014 0:00
827,2014,CMH,SAT,COLUMBUS,OH,USA,SAN ANTONIO,TX,USA,UA,C,178,0,0,10/1/2013 0:00,9/30/2014 0:00
828,2014,CMH,SFO,COLUMBUS,OH,USA,SAN FRANCISCO,CA,USA,UA,C,203,0,0,10/1/2013 0:00,9/30/2014 0:00
829,2014,CMH,SLC,COLUMBUS,OH,USA,SALT LAKE CITY,UT,USA,UA,C,176,0,0,10/1/2013 0:00,9/30/2014 0:00
830,2014,CMH,STL,COLUMBUS,OH,USA,ST. LOUIS,MO,USA,WN,N,156,0,0,10/1/2013 0:00,9/30/2014 0:00
831,2014,CMH,TPA,COLUMBUS,OH,USA,TAMPA,FL,USA,WN,N,212,0,0,10/1/2013 0:00,9/30/2014 0:00
832,2014,CMI,DCA,CHAMPAIGN,IL,USA,WASHINGTON,DC,USA,AA,C,459,0,0,10/1/2013 0:00,9/30/2014 0:00
834,2014,CMX,DCA,HANCOCK,MI,USA,WASHINGTON,DC,USA,UA,C,101,0,0,10/1/2013 0:00,9/30/2014 0:00
835,2014,COD,DEN,CODY,WY,USA,DENVER,CO,USA,UA,N,154,140,0,10/1/2013 0:00,9/30/2014 0:00
836,2014,COD,SLC,CODY,WY,USA,SALT LAKE CITY,UT,USA,DL,N,315,0,0,10/1/2013 0:00,9/30/2014 0:00
837,2014,COS,DAY,COLORADO SPRINGS,CO,USA,DAYTON,OH,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
838,2014,COS,DCA,COLORADO SPRINGS,CO,USA,WASHINGTON,DC,USA,AA,C,233,156,0,10/1/2013 0:00,9/30/2014 0:00
839,2014,COS,DEN,COLORADO SPRINGS,CO,USA,DENVER,CO,USA,UA,N,133,0,0,10/1/2013 0:00,9/30/2014 0:00
840,2014,COS,DFW,COLORADO SPRINGS,CO,USA,DALLAS-FT. WORTH,TX,USA,AA,N,237,158,0,10/1/2013 0:00,9/30/2014 0:00
841,2014,COS,ELP,COLORADO SPRINGS,CO,USA,EL PASO,TX,USA,UA,C,132,0,0,10/1/2013 0:00,9/30/2014 0:00
843,2014,COS,GRK,COLORADO SPRINGS,CO,USA,KILLEEN GRAY AAF,TX,USA,AA,C,400,293,0,10/1/2013 0:00,9/30/2014 0:00
844,2014,COS,HSV,COLORADO SPRINGS,CO,USA,HUNTSVILLE,AL,USA,UA,C,434,0,0,10/1/2013 0:00,9/30/2014 0:00
845,2014,COS,IAD,COLORADO SPRINGS,CO,USA,WASHINGTON,DC,USA,UA,N,303,275,0,10/1/2013 0:00,9/30/2014 0:00
846,2014,COS,IAH,COLORADO SPRINGS,CO,USA,HOUSTON,TX,USA,UA,N,214,165,0,10/1/2013 0:00,9/30/2014 0:00
847,2014,COS,LAS,COLORADO SPRINGS,CO,USA,LAS VEGAS,NV,USA,UA,C,169,0,0,10/1/2013 0:00,9/30/2014 0:00
848,2014,COS,LAX,COLORADO SPRINGS,CO,USA,LOS ANGELES,CA,USA,DL,C,242,151,0,10/1/2013 0:00,9/30/2014 0:00
849,2014,COS,MCO,COLORADO SPRINGS,CO,USA,ORLANDO,FL,USA,AA,C,276,184,0,10/1/2013 0:00,9/30/2014 0:00
850,2014,COS,ORD,COLORADO SPRINGS,CO,USA,CHICAGO,IL,USA,UA,N,199,181,0,10/1/2013 0:00,9/30/2014 0:00
852,2014,COS,PHL,COLORADO SPRINGS,CO,USA,PHILADELPHIA,PA,USA,UA,C,261,0,0,10/1/2013 0:00,9/30/2014 0:00
853,2014,COS,PHX,COLORADO SPRINGS,CO,USA,PHOENIX/SCOTTSDALE,AZ,USA,UA,C,123,0,0,10/1/2013 0:00,9/30/2014 0:00
854,2014,COS,RDU,COLORADO SPRINGS,CO,USA,RALEIGH-DURHAM,NC,USA,UA,C,209,0,0,10/1/2013 0:00,9/30/2014 0:00
855,2014,COS,RIC,COLORADO SPRINGS,CO,USA,RICHMOND,VA,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
856,2014,COS,SAN,COLORADO SPRINGS,CO,USA,SAN DIEGO,CA,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
857,2014,COS,SAT,COLORADO SPRINGS,CO,USA,SAN ANTONIO,TX,USA,AA,C,241,161,0,10/1/2013 0:00,9/30/2014 0:00
858,2014,COS,SEA,COLORADO SPRINGS,CO,USA,SEATTLE-TACOMA,WA,USA,UA,C,214,0,0,10/1/2013 0:00,9/30/2014 0:00
859,2014,COS,SFO,COLORADO SPRINGS,CO,USA,SAN FRANCISCO,CA,USA,UA,N,99,0,0,10/1/2013 0:00,9/30/2014 0:00
860,2014,COS,SJC,COLORADO SPRINGS,CO,USA,SAN JOSE,CA,USA,UA,C,110,0,0,10/1/2013 0:00,9/30/2014 0:00
861,2014,COS,SJU,COLORADO SPRINGS,CO,USA,SAN JUAN,PR,USA,DL,C,479,359,778,10/1/2013 0:00,9/30/2014 0:00
862,2014,COS,SLC,COLORADO SPRINGS,CO,USA,SALT LAKE CITY,UT,USA,DL,N,377,311,0,10/1/2013 0:00,9/30/2014 0:00
863,2014,COS,TPA,COLORADO SPRINGS,CO,USA,TAMPA,FL,USA,AA,C,248,165,0,10/1/2013 0:00,9/30/2014 0:00
865,2014,COS,VPS,COLORADO SPRINGS,CO,USA,FT. WALTON BEACH,FL,USA,AA,C,427,284,0,10/1/2013 0:00,9/30/2014 0:00
866,2014,COU,DCA,COLUMBIA,MO,USA,WASHINGTON,DC,USA,AA,C,526,263,0,10/1/2013 0:00,9/30/2014 0:00
868,2014,CPR,DEN,CASPER,WY,USA,DENVER,CO,USA,UA,N,253,230,0,10/1/2013 0:00,9/30/2014 0:00
869,2014,CPR,SLC,CASPER,WY,USA,SALT LAKE CITY,UT,USA,DL,N,329,0,0,10/1/2013 0:00,9/30/2014 0:00
870,2014,CRP,DCA,CORPUS CHRISTI,TX,USA,WASHINGTON,DC,USA,AA,C,325,271,0,10/1/2013 0:00,9/30/2014 0:00
871,2014,CRP,DFW,CORPUS CHRISTI,TX,USA,DALLAS-FT. WORTH,TX,USA,AA,N,232,155,0,10/1/2013 0:00,9/30/2014 0:00
872,2014,CRP,HOU,CORPUS CHRISTI,TX,USA,HOUSTON,TX,USA,WN,N,190,0,0,10/1/2013 0:00,9/30/2014 0:00
873,2014,CRP,HSV,CORPUS CHRISTI,TX,USA,HUNTSVILLE,AL,USA,UA,C,301,0,0,10/1/2013 0:00,9/30/2014 0:00
875,2014,CRP,IAH,CORPUS CHRISTI,TX,USA,HOUSTON,TX,USA,UA,N,245,189,0,10/1/2013 0:00,9/30/2014 0:00
876,2014,CRP,JAX,CORPUS CHRISTI,TX,USA,JACKSONVILLE,FL,USA,AA,C,390,325,0,10/1/2013 0:00,9/30/2014 0:00
877,2014,CRW,DCA,CHARLESTON,WV,USA,WASHINGTON,DC,USA,US,N,409,315,0,10/1/2013 0:00,9/30/2014 0:00
878,2014,CRW,IAD,CHARLESTON,WV,USA,WASHINGTON,DC,USA,UA,N,347,0,0,10/1/2013 0:00,9/30/2014 0:00
879,2014,CRW,ORD,CHARLESTON,WV,USA,CHICAGO,IL,USA,UA,N,376,0,0,10/1/2013 0:00,9/30/2014 0:00
881,2014,CSG,DFW,COLUMBUS,GA,USA,DALLAS-FT. WORTH,TX,USA,DL,C,384,238,0,10/1/2013 0:00,9/30/2014 0:00
882,2014,CSG,ELP,COLUMBUS,GA,USA,EL PASO,TX,USA,DL,C,475,260,0,10/1/2013 0:00,9/30/2014 0:00
883,2014,CSG,FAY,COLUMBUS,GA,USA,FAYETTEVILLE,NC,USA,DL,C,628,255,0,10/1/2013 0:00,9/30/2014 0:00
884,2014,CSG,GRK,COLUMBUS,GA,USA,KILLEEN GRAY AAF,TX,USA,DL,C,447,242,0,10/1/2013 0:00,9/30/2014 0:00
885,2014,CSG,SAT,COLUMBUS,GA,USA,SAN ANTONIO,TX,USA,DL,C,479,242,0,10/1/2013 0:00,9/30/2014 0:00
886,2014,CSG,SEA,COLUMBUS,GA,USA,SEATTLE-TACOMA,WA,USA,DL,C,509,0,0,10/1/2013 0:00,9/30/2014 0:00
887,2014,CVG,DCA,CINCINNATI,OH,USA,WASHINGTON,DC,USA,US,N,329,189,0,10/1/2013 0:00,9/30/2014 0:00
888,2014,CVG,DEN,CINCINNATI,OH,USA,DENVER,CO,USA,DL,N,243,221,0,10/1/2013 0:00,9/30/2014 0:00
889,2014,CVG,DFW,CINCINNATI,OH,USA,DALLAS-FT. WORTH,TX,USA,AA,N,411,205,0,10/1/2013 0:00,9/30/2014 0:00
890,2014,CVG,DTW,CINCINNATI,OH,USA,DETROIT,MI,USA,DL,N,319,263,0,10/1/2013 0:00,9/30/2014 0:00
891,2014,CVG,EWR,CINCINNATI,OH,USA,NEWARK,NJ,USA,DL,N,347,0,0,10/1/2013 0:00,9/30/2014 0:00
892,2014,CVG,FLL,CINCINNATI,OH,USA,FT. LAUDERDALE,FL,USA,DL,N,439,232,0,10/1/2013 0:00,9/30/2014 0:00
893,2014,CVG,IAD,CINCINNATI,OH,USA,WASHINGTON,DC,USA,UA,N,166,151,0,10/1/2013 0:00,9/30/2014 0:00
894,2014,CVG,IAH,CINCINNATI,OH,USA,HOUSTON,TX,USA,UA,N,332,301,0,10/1/2013 0:00,9/30/2014 0:00
895,2014,CVG,JAX,CINCINNATI,OH,USA,JACKSONVILLE,FL,USA,DL,N,563,275,0,10/1/2013 0:00,9/30/2014 0:00
896,2014,CVG,JFK,CINCINNATI,OH,USA,NEW YORK,NY,USA,AA,N,264,132,0,10/1/2013 0:00,9/30/2014 0:00
897,2014,CVG,LAS,CINCINNATI,OH,USA,LAS VEGAS,NV,USA,UA,C,189,0,0,10/1/2013 0:00,9/30/2014 0:00
898,2014,CVG,LAX,CINCINNATI,OH,USA,LOS ANGELES,CA,USA,DL,N,408,272,0,10/1/2013 0:00,9/30/2014 0:00
899,2014,CVG,LGA,CINCINNATI,OH,USA,NEW YORK,NY,USA,DL,N,380,250,0,10/1/2013 0:00,9/30/2014 0:00
900,2014,CVG,MCI,CINCINNATI,OH,USA,KANSAS CITY,MO,USA,AA,C,252,126,0,10/1/2013 0:00,9/30/2014 0:00
901,2014,CVG,MCO,CINCINNATI,OH,USA,ORLANDO,FL,USA,US,C,259,249,0,10/1/2013 0:00,9/30/2014 0:00
902,2014,CVG,MEM,CINCINNATI,OH,USA,MEMPHIS,TN,USA,DL,N,560,381,0,10/1/2013 0:00,9/30/2014 0:00
903,2014,CVG,MIA,CINCINNATI,OH,USA,MIAMI,FL,USA,DL,C,248,155,0,10/1/2013 0:00,9/30/2014 0:00
904,2014,CVG,MKE,CINCINNATI,OH,USA,MILWAUKEE,WI,USA,DL,N,311,216,0,10/1/2013 0:00,9/30/2014 0:00
905,2014,CVG,MSP,CINCINNATI,OH,USA,MINNEAPOLIS-ST.PAUL,MN,USA,AA,C,288,144,0,10/1/2013 0:00,9/30/2014 0:00
906,2014,CVG,MSY,CINCINNATI,OH,USA,NEW ORLEANS,LA,USA,DL,N,536,275,0,10/1/2013 0:00,9/30/2014 0:00
907,2014,CVG,ORD,CINCINNATI,OH,USA,CHICAGO,IL,USA,UA,N,105,0,0,10/1/2013 0:00,9/30/2014 0:00
908,2014,CVG,PHL,CINCINNATI,OH,USA,PHILADELPHIA,PA,USA,US,N,325,190,0,10/1/2013 0:00,9/30/2014 0:00
909,2014,CVG,PIT,CINCINNATI,OH,USA,PITTSBURGH,PA,USA,DL,N,566,377,0,10/1/2013 0:00,9/30/2014 0:00
910,2014,CVG,RDU,CINCINNATI,OH,USA,RALEIGH-DURHAM,NC,USA,DL,N,513,278,0,10/1/2013 0:00,9/30/2014 0:00
911,2014,CVG,RIC,CINCINNATI,OH,USA,RICHMOND,VA,USA,DL,N,453,227,0,10/1/2013 0:00,9/30/2014 0:00
912,2014,CVG,SAN,CINCINNATI,OH,USA,SAN DIEGO,CA,USA,DL,N,468,234,0,10/1/2013 0:00,9/30/2014 0:00
913,2014,CVG,SEA,CINCINNATI,OH,USA,SEATTLE-TACOMA,WA,USA,UA,C,206,0,0,10/1/2013 0:00,9/30/2014 0:00
914,2014,CVG,SFO,CINCINNATI,OH,USA,SAN FRANCISCO,CA,USA,DL,N,519,259,0,10/1/2013 0:00,9/30/2014 0:00
915,2014,CVG,SLC,CINCINNATI,OH,USA,SALT LAKE CITY,UT,USA,AA,C,293,146,0,10/1/2013 0:00,9/30/2014 0:00
916,2014,CVG,STL,CINCINNATI,OH,USA,ST. LOUIS,MO,USA,DL,N,443,344,0,10/1/2013 0:00,9/30/2014 0:00
918,2014,CWA,DCA,WAUSAU,WI,USA,WASHINGTON,DC,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
919,2014,CWA,ORD,WAUSAU,WI,USA,CHICAGO,IL,USA,UA,N,143,130,0,10/1/2013 0:00,9/30/2014 0:00
920,2014,DAB,DCA,DAYTONA BEACH,FL,USA,WASHINGTON,DC,USA,US,C,237,173,0,10/1/2013 0:00,9/30/2014 0:00
921,2014,DAL,DCA,DALLAS-FT. WORTH,TX,USA,WASHINGTON,DC,USA,DL,C,315,158,0,10/1/2013 0:00,9/30/2014 0:00
922,2014,DAL,ECP,DALLAS-FT. WORTH,TX,USA,PANAMA CITY,FL,USA,DL,C,351,295,0,10/1/2013 0:00,9/30/2014 0:00
923,2014,DAL,ELP,DALLAS-FT. WORTH,TX,USA,EL PASO,TX,USA,WN,N,272,0,0,10/1/2013 0:00,9/30/2014 0:00
924,2014,DAL,HOU,DALLAS-FT. WORTH,TX,USA,HOUSTON,TX,USA,WN,N,171,0,0,10/1/2013 0:00,9/30/2014 0:00
925,2014,DAL,IAD,DALLAS-FT. WORTH,TX,USA,WASHINGTON,DC,USA,UA,C,117,0,0,10/1/2013 0:00,9/30/2014 0:00
926,2014,DAL,IAH,DALLAS-FT. WORTH,TX,USA,HOUSTON,TX,USA,UA,N,202,0,0,10/1/2013 0:00,9/30/2014 0:00
927,2014,DAL,ICT,DALLAS-FT. WORTH,TX,USA,WICHITA,KS,USA,WN,N,131,0,0,10/1/2013 0:00,9/30/2014 0:00
928,2014,DAL,LBB,DALLAS-FT. WORTH,TX,USA,LUBBOCK,TX,USA,WN,N,177,0,0,10/1/2013 0:00,9/30/2014 0:00
929,2014,DAL,LIT,DALLAS-FT. WORTH,TX,USA,LITTLE ROCK,AR,USA,WN,N,157,0,0,10/1/2013 0:00,9/30/2014 0:00
930,2014,DAL,MCI,DALLAS-FT. WORTH,TX,USA,KANSAS CITY,MO,USA,WN,N,220,0,0,10/1/2013 0:00,9/30/2014 0:00
931,2014,DAL,MSY,DALLAS-FT. WORTH,TX,USA,NEW ORLEANS,LA,USA,WN,N,204,0,0,10/1/2013 0:00,9/30/2014 0:00
932,2014,DAL,OKC,DALLAS-FT. WORTH,TX,USA,OKLAHOMA CITY,OK,USA,WN,N,187,0,0,10/1/2013 0:00,9/30/2014 0:00
933,2014,DAL,SAT,DALLAS-FT. WORTH,TX,USA,SAN ANTONIO,TX,USA,WN,N,173,0,0,10/1/2013 0:00,9/30/2014 0:00
934,2014,DAL,STL,DALLAS-FT. WORTH,TX,USA,ST. LOUIS,MO,USA,WN,N,250,0,0,10/1/2013 0:00,9/30/2014 0:00
935,2014,DAL,TUL,DALLAS-FT. WORTH,TX,USA,TULSA,OK,USA,WN,N,168,0,0,10/1/2013 0:00,9/30/2014 0:00
936,2014,DAY,DCA,DAYTON,OH,USA,WASHINGTON,DC,USA,US,N,269,209,0,10/1/2013 0:00,9/30/2014 0:00
937,2014,DAY,DEN,DAYTON,OH,USA,DENVER,CO,USA,WN,N,230,118,0,10/1/2013 0:00,9/30/2014 0:00
938,2014,DAY,DFW,DAYTON,OH,USA,DALLAS-FT. WORTH,TX,USA,AA,N,385,201,0,10/1/2013 0:00,9/30/2014 0:00
939,2014,DAY,DTW,DAYTON,OH,USA,DETROIT,MI,USA,DL,N,330,256,0,10/1/2013 0:00,9/30/2014 0:00
